Customer_ID,Customer_Segment,City,State,Acquisition_Date,Acquisition_Channel,Customer_Status,Age_Group,Total_Previous_Orders,Lifetime_Value
CUST00081,Regular Customer,Delhi,Delhi,2025-03-31,Email,Active,25-34,2,12839.97
CUST00082,Premium Customer,Kochi,Kerala,2024-04-15,Affiliate,Active,35-44,17,1269.37
CUST00083,New Customer,Indore,Madhya Pradesh,2025-06-27,Paid Search,Active,35-44,0,861.94
CUST00084,New Customer,Delhi,Delhi,2024-04-12,Affiliate,Active,25-34,0,2170.73
CUST00085,New Customer,Indore,Madhya Pradesh,2025-07-20,Display Ads,Active,35-44,1,2037.88
CUST00086,Regular Customer,Delhi,Delhi,2024-04-25,Referral,Active,55+,9,13137.13
CUST00087,Regular Customer,Bengaluru,Karnataka,2025-08-05,Email,Active,25-34,7,9625.38
CUST00088,Inactive Customer,Pune,Maharashtra,2025-02-11,Display Ads,Inactive,25-34,7,557.90
CUST00089,New Customer,Bengaluru,Karnataka,2024-11-13,Display Ads,Active,18-24,0,1189.17
CUST00090,Regular Customer,Kochi,Kerala,2024-09-01,Email,Active,35-44,5,8289.25
CUST00091,Premium Customer,Indore,Madhya Pradesh,2024-05-02,Display Ads,Active,25-34,30,37597.56
CUST00092,Premium Customer,Bengaluru,Karnataka,2024-10-02,Display Ads,Active,35-44,18,45286.13
CUST00093,Regular Customer,Mumbai,Maharashtra,2025-06-07,Display Ads,Active,25-34,2,7370.80
CUST00094,New Customer,Jaipur,Rajasthan,2024-01-13,Referral,Active,45-54,0,2157.25
CUST00095,Premium Customer,Jaipur,Rajasthan,2025-11-02,Paid Search,Active,25-34,18,13439.04
CUST00096,New Customer,Pune,Maharashtra,2025-06-12,Paid Search,Active,18-24,0,2305.06
CUST00097,New Customer,Kolkata,West Bengal,2024-07-24,Referral,Active,35-44,1,1769.26
CUST00098,Inactive Customer,Kochi,Kerala,2024-09-08,Affiliate,Inactive,45-54,1,3106.55
CUST00099,New Customer,Chennai,Tamil Nadu,2025-11-04,Referral,Active,35-44,1,1343.44
CUST00100,New Customer,Mumbai,Maharashtra,2024-08-25,Social Media,Active,25-34,1,1713.46
CUST00101,Regular Customer,Lucknow,Uttar Pradesh,2025-03-21,Paid Search,Active,25-34,5,13258.90
CUST00102,New Customer,Delhi,Delhi,2024-07-26,Paid Search,Active,18-24,0,641.67
CUST00103,Inactive Customer,Chennai,Tamil Nadu,2024-07-31,Display Ads,Inactive,35-44,5,4584.21
CUST00104,Premium Customer,Delhi,Delhi,2024-12-01,Email,Active,25-34,30,22831.49
CUST00105,New Customer,Bengaluru,Karnataka,2025-02-18,Email,Active,35-44,1,2041.87
CUST00106,New Customer,Delhi,Delhi,2025-02-14,Affiliate,Active,18-24,1,1963.76
CUST00107,New Customer,Mumbai,Maharashtra,2025-10-23,Social Media,Active,35-44,1,2880.36
CUST00108,New Customer,Kolkata,West Bengal,2025-11-30,Social Media,Active,18-24,1,2847.31
CUST00109,Regular Customer,Lucknow,Uttar Pradesh,2024-09-08,Affiliate,Active,25-34,9,11367.02
CUST00110,Inactive Customer,Indore,Madhya Pradesh,2025-07-10,Paid Search,Churned,35-44,6,4645.22
CUST00111,Regular Customer,Chennai,Tamil Nadu,2024-07-03,Social Media,Active,25-34,7,14649.98
CUST00112,,Lucknow,Uttar Pradesh,2024-06-12,Referral,Churned,18-24,4,4691.02
CUST00113,Regular Customer,Delhi,Delhi,2025-02-01,Email,Active,35-44,4,4230.77
CUST00114,Regular Customer,Lucknow,Uttar Pradesh,2025-07-30,Email,Active,35-44,9,5866.36
CUST00115,Regular Customer,Pune,Maharashtra,2024-01-01,Email,Active,18-24,11,7937.05
CUST00116,Inactive Customer,Kochi,Kerala,2024-04-23,Paid Search,Inactive,55+,7,4973.46
CUST00117,Inactive Customer,Kochi,Kerala,2025-10-16,Paid Search,Churned,35-44,3,3697.97
CUST00118,Regular Customer,Bengaluru,Karnataka,2025-12-06,Paid Search,Inactive,55+,4,5098.15
CUST00119,New Customer,Lucknow,Uttar Pradesh,2025-09-08,Referral,Active,25-34,1,2119.78
CUST00120,Premium Customer,Mumbai,Maharashtra,2025-11-17,Paid Search,Active,35-44,8,24059.04
CUST00121,New Customer,Kochi,Kerala,2025-01-30,Social Media,Active,45-54,1,1185.91
CUST00122,Premium Customer,Indore,Madhya Pradesh,2024-08-18,Referral,Active,18-24,10,26385.80
CUST00123,Premium Customer,Bengaluru,Karnataka,2024-06-13,Referral,Active,25-34,10,15577.30
CUST00124,New Customer,Ahmedabad,Gujarat,2024-04-13,Display Ads,Active,25-34,1,1316.02
CUST00125,New Customer,Hyderabad,Telangana,2024-04-08,Display Ads,Active,35-44,0,2139.39
CUST00126,New Customer,Delhi,Delhi,2024-07-30,Affiliate,Active,25-34,0,2290.00
CUST00127,New Customer,Indore,Madhya Pradesh,2025-10-19,Paid Search,Active,25-34,1,1333.33
CUST00128,New Customer,Pune,Maharashtra,2025-12-14,Display Ads,Active,25-34,0,2300.71
CUST00129,Premium Customer,Pune,Maharashtra,2025-06-19,Affiliate,Active,18-24,29,20013.01
CUST00130,Inactive Customer,Lucknow,Uttar Pradesh,2025-08-08,Referral,Churned,45-54,8,3724.59
CUST00131,New Customer,Bengaluru,Karnataka,2024-03-21,Email,Active,25-34,1,2045.33
CUST00132,Regular Customer,Ahmedabad,Gujarat,2024-10-09,Social Media,Active,35-44,2,6899.02
CUST00133,Inactive Customer,Mumbai,Maharashtra,2025-07-30,Social Media,Inactive,25-34,6,5028.77
CUST00134,New Customer,Ahmedabad,Gujarat,2025-09-15,Social Media,Active,25-34,1,1457.50
CUST00135,New Customer,Chennai,Tamil Nadu,2024-11-06,Paid Search,Active,35-44,1,2402.05
CUST00136,New Customer,Chennai,Tamil Nadu,2025-03-02,Social Media,Active,25-34,0,1055.59
CUST00137,Premium Customer,Chennai,Tamil Nadu,2025-06-11,Paid Search,Active,45-54,17,37694.48
CUST00138,New Customer,Pune,Maharashtra,2025-04-12,Social Media,Active,35-44,0,2725.93
CUST00139,Regular Customer,Mumbai,Maharashtra,2024-09-04,Email,Active,45-54,9,11798.88
CUST00140,Premium Customer,Kochi,Kerala,2024-04-02,Referral,Active,45-54,20,42526.86
CUST00141,New Customer,Indore,Madhya Pradesh,2024-07-30,Email,Active,25-34,1,2886.02
CUST00142,New Customer,Pune,Maharashtra,2025-09-14,Social Media,Active,25-34,1,562.36
CUST00143,Regular Customer,Hyderabad,Telangana,2025-09-30,Display Ads,Active,35-44,11,4370.27
CUST00144,Regular Customer,Hyderabad,Telangana,2025-05-08,Display Ads,Active,45-54,7,8664.49
CUST00145,New Customer,Hyderabad,Telangana,2025-06-13,Referral,Active,25-34,0,1292.56
CUST00146,Regular Customer,Ahmedabad,Gujarat,2024-02-06,Social Media,Active,55+,7,4972.40
CUST00147,Regular Customer,Chennai,Tamil Nadu,2024-06-23,Paid Search,Active,35-44,6,10691.10
CUST00148,Regular Customer,Chennai,Tamil Nadu,2024-08-15,Paid Search,Active,35-44,5,10754.85
CUST00149,Premium Customer,Kolkata,West Bengal,2025-04-26,Social Media,Active,25-34,26,20105.03
CUST00150,New Customer,Bengaluru,Karnataka,2024-07-24,Paid Search,Active,18-24,1,1871.97
CUST00151,Regular Customer,Chennai,Tamil Nadu,2024-06-30,Email,Active,35-44,12,6937.99
CUST00152,New Customer,Mumbai,Maharashtra,2025-03-20,Paid Search,Active,25-34,1,1928.14
CUST00153,Premium Customer,Pune,Maharashtra,2025-06-27,Email,Active,25-34,29,21184.31
CUST00154,New Customer,Lucknow,Uttar Pradesh,2024-03-07,Paid Search,Active,45-54,0,1459.46
CUST00155,Regular Customer,Bengaluru,Karnataka,2025-05-16,Email,Inactive,25-34,5,11229.02
CUST00156,Regular Customer,Mumbai,Maharashtra,2025-10-28,Social Media,Active,18-24,8,9269.15
CUST00157,Regular Customer,Mumbai,Maharashtra,2024-01-21,Display Ads,Active,35-44,3,6104.79
CUST00158,Regular Customer,Hyderabad,Telangana,2024-04-13,Social Media,Active,35-44,11,11710.11
CUST00159,New Customer,Hyderabad,Telangana,2024-04-18,Paid Search,Active,25-34,1,2007.79
CUST00160,Regular Customer,Jaipur,Rajasthan,2024-07-31,Email,Active,35-44,7,3146.73
CUST00161,New Customer,Kolkata,West Bengal,2024-04-02,Affiliate,Active,45-54,0,130.25
CUST00162,Regular Customer,Hyderabad,Telangana,2025-11-24,Email,Active,45-54,8,11326.23
CUST00163,Regular Customer,Indore,Madhya Pradesh,2024-12-02,Paid Search,Active,55+,9,10005.13
CUST00164,Premium Customer,Hyderabad,Telangana,2025-12-07,Email,Active,55+,28,23220.41
CUST00165,New Customer,Bengaluru,Karnataka,2025-08-27,Display Ads,Active,45-54,1,2057.75
CUST00166,Regular Customer,Bengaluru,Karnataka,2025-05-14,Email,Active,45-54,8,11796.02
CUST00167,Premium Customer,Jaipur,Rajasthan,2025-08-13,Display Ads,Active,25-34,35,12206.24
CUST00168,Regular Customer,Indore,Madhya Pradesh,2025-01-29,Social Media,Active,25-34,10,8424.23
CUST00169,Premium Customer,Kolkata,West Bengal,2024-03-17,Paid Search,Active,25-34,15,28873.81
CUST00170,Regular Customer,Kolkata,West Bengal,2025-08-09,Social Media,Active,35-44,3,8811.17
CUST00171,Regular Customer,Mumbai,Maharashtra,2024-02-06,Paid Search,Active,45-54,3,12121.93
CUST00172,Premium Customer,Delhi,Delhi,2024-12-05,Paid Search,Active,25-34,19,18549.48
CUST00173,Inactive Customer,Indore,Madhya Pradesh,2024-10-25,Paid Search,Inactive,25-34,3,1472.64
CUST00174,Inactive Customer,Mumbai,Maharashtra,2025-02-06,Paid Search,Inactive,45-54,4,4329.96
CUST00175,Regular Customer,Indore,Madhya Pradesh,2025-04-06,Social Media,Active,35-44,12,9286.17
CUST00176,Premium Customer,Jaipur,Rajasthan,2024-06-30,Paid Search,Active,45-54,11,25808.95
CUST00177,Inactive Customer,Ahmedabad,Gujarat,2025-12-10,Display Ads,Inactive,35-44,6,5786.69
CUST00178,Premium Customer,Hyderabad,Telangana,2025-07-14,Paid Search,Active,25-34,28,24157.71
CUST00179,New Customer,Indore,Madhya Pradesh,2025-10-27,Referral,Active,35-44,0,1537.29
CUST00180,Premium Customer,Indore,Madhya Pradesh,2025-06-30,Email,Active,35-44,33,11083.72
CUST00181,New Customer,Delhi,Delhi,2024-06-13,Email,Active,45-54,1,2313.90
CUST00182,Regular Customer,Mumbai,Maharashtra,2025-11-22,Affiliate,Active,25-34,12,4916.14
CUST00183,New Customer,Indore,Madhya Pradesh,2025-01-25,Affiliate,Active,45-54,1,2004.71
CUST00184,Premium Customer,Kolkata,West Bengal,2025-10-10,Paid Search,Active,25-34,25,25355.27
CUST00185,New Customer,Indore,Madhya Pradesh,2024-06-26,Email,Active,25-34,0,1710.23
CUST00186,New Customer,Bengaluru,Karnataka,2024-11-26,Paid Search,Active,35-44,0,2285.30
CUST00187,Regular Customer,Chennai,Tamil Nadu,2024-07-07,Display Ads,Active,25-34,10,5914.91
CUST00188,New Customer,Hyderabad,Telangana,2025-09-25,Paid Search,Active,35-44,1,1628.78
CUST00189,New Customer,Lucknow,Uttar Pradesh,2024-02-10,Affiliate,Active,25-34,1,1208.03
CUST00190,Regular Customer,Jaipur,Rajasthan,2024-02-14,Email,Active,55+,12,11580.65
CUST00191,Regular Customer,Jaipur,Rajasthan,2025-10-03,Display Ads,Active,55+,5,11188.03
CUST00192,Regular Customer,Ahmedabad,Gujarat,2024-03-14,Email,Active,25-34,2,6516.62
CUST00193,Regular Customer,Mumbai,Maharashtra,2024-08-21,Social Media,Active,35-44,8,6706.19
CUST00194,New Customer,Lucknow,Uttar Pradesh,2025-08-22,Social Media,Active,25-34,0,1310.13
CUST00195,Regular Customer,Kolkata,West Bengal,2025-11-07,Referral,Active,18-24,9,11054.12
CUST00196,Premium Customer,Indore,Madhya Pradesh,2025-10-25,Social Media,Active,25-34,25,32849.90
CUST00197,New Customer,Mumbai,Maharashtra,2024-12-18,Paid Search,Active,45-54,0,2036.19
CUST00198,Premium Customer,Pune,Maharashtra,2025-07-16,Email,Active,35-44,25,31447.79
CUST00199,Inactive Customer,Kolkata,West Bengal,2024-12-31,Social Media,Inactive,35-44,4,5852.95
CUST00200,Regular Customer,Hyderabad,Telangana,2024-06-05,Paid Search,Active,35-44,7,11574.97
CUST00201,New Customer,Ahmedabad,Gujarat,2025-01-03,Social Media,Active,25-34,0,2305.58
CUST00202,New Customer,Lucknow,Uttar Pradesh,2024-10-14,Display Ads,Active,45-54,0,1312.43
CUST00203,Regular Customer,Jaipur,Rajasthan,2025-08-18,Affiliate,Inactive,25-34,11,5260.79
CUST00204,Premium Customer,Delhi,Delhi,2025-08-26,Display Ads,Active,45-54,22,22370.16
CUST00205,Regular Customer,Lucknow,Uttar Pradesh,2025-06-10,Display Ads,Active,55+,9,5279.63
CUST00206,New Customer,Pune,Maharashtra,2025-05-14,Social Media,Active,45-54,0,1470.45
CUST00207,Regular Customer,Ahmedabad,Gujarat,2025-04-10,Display Ads,Active,35-44,2,15599.83
CUST00208,New Customer,Lucknow,Uttar Pradesh,2025-10-31,Referral,Active,25-34,1,2800.49
CUST00209,Premium Customer,Chennai,Tamil Nadu,2024-12-19,Display Ads,Active,25-34,27,21022.31
CUST00210,New Customer,Bengaluru,Karnataka,2025-09-08,Social Media,Active,25-34,0,1796.02
CUST00211,Regular Customer,Delhi,Delhi,2025-10-24,Referral,Active,18-24,2,11929.35
CUST00212,New Customer,Bengaluru,Karnataka,2024-07-03,Affiliate,Active,55+,1,2407.51
CUST00213,Regular Customer,Delhi,Delhi,2025-04-27,Display Ads,Active,25-34,4,4483.16
CUST00214,Regular Customer,Kochi,Kerala,2025-04-09,Social Media,Active,45-54,5,5681.82
CUST00215,Regular Customer,Indore,Madhya Pradesh,2024-06-02,Display Ads,Active,45-54,4,11789.64
CUST00216,Premium Customer,Jaipur,Rajasthan,2025-11-25,Social Media,Active,55+,21,18215.10
CUST00217,Premium Customer,Kolkata,West Bengal,2025-01-25,Email,Active,35-44,33,19775.78
CUST00218,Regular Customer,Jaipur,Rajasthan,2024-07-12,Paid Search,Active,45-54,2,10089.46
CUST00219,Regular Customer,Ahmedabad,Gujarat,2024-06-07,Referral,Active,25-34,12,8722.96
CUST00220,Regular Customer,Delhi,Delhi,2025-07-24,Paid Search,Active,35-44,4,12894.37
CUST00221,New Customer,Kochi,Kerala,2025-11-06,Social Media,Active,35-44,0,2406.57
CUST00222,New Customer,Pune,Maharashtra,2025-10-13,Email,Active,25-34,0,2242.32
CUST00223,New Customer,Chennai,Tamil Nadu,2024-02-08,Display Ads,Active,25-34,1,1596.95
CUST00224,Premium Customer,Delhi,Delhi,2025-06-14,Paid Search,Active,35-44,9,14078.97
CUST00225,New Customer,Bengaluru,Karnataka,2024-10-09,Referral,Active,35-44,1,1450.93
CUST00226,Premium Customer,Kochi,Kerala,2025-08-19,Social Media,Active,25-34,34,29405.73
CUST00227,New Customer,Pune,Maharashtra,2025-02-20,Social Media,Active,45-54,0,1631.65
CUST00228,Regular Customer,Hyderabad,Telangana,2025-01-21,Social Media,Inactive,35-44,5,10327.02
CUST00229,Regular Customer,Pune,Maharashtra,2024-09-21,Social Media,Active,18-24,8,7990.70
CUST00230,New Customer,Hyderabad,Telangana,2024-04-05,Social Media,Active,25-34,1,1391.77
CUST00231,New Customer,Lucknow,Uttar Pradesh,2025-11-30,Affiliate,Active,45-54,0,1844.55
CUST00232,New Customer,Chennai,Tamil Nadu,2024-04-19,Social Media,Active,18-24,0,2266.92
CUST00233,Regular Customer,Kolkata,West Bengal,2024-11-18,Paid Search,Inactive,35-44,11,0.00
CUST00234,Regular Customer,Pune,Maharashtra,2025-03-09,Email,Active,55+,10,9524.63
CUST00235,Regular Customer,Kochi,Kerala,2024-11-19,Paid Search,Active,25-34,2,7945.35
CUST00236,Regular Customer,Hyderabad,Telangana,2025-09-19,Display Ads,Active,25-34,7,9997.54
CUST00237,New Customer,Ahmedabad,Gujarat,2024-07-03,Affiliate,Active,25-34,0,2194.98
CUST00238,New Customer,Kochi,Kerala,2024-01-10,Social Media,Active,35-44,0,874.37
CUST00239,New Customer,Kolkata,West Bengal,2025-07-29,Social Media,Active,25-34,0,2873.95
CUST00240,Regular Customer,Chennai,Tamil Nadu,2025-07-24,Referral,Active,25-34,7,11127.45
CUST00241,Regular Customer,Lucknow,Uttar Pradesh,2025-07-05,Paid Search,Active,25-34,6,7309.76
CUST00242,Inactive Customer,Indore,Madhya Pradesh,2024-06-20,Email,Inactive,25-34,7,2694.44
CUST00243,Regular Customer,Chennai,Tamil Nadu,2024-09-30,Affiliate,Active,18-24,6,8949.47
CUST00244,Regular Customer,Delhi,Delhi,2025-12-18,Affiliate,Active,35-44,5,5178.77
CUST00245,Premium Customer,Pune,Maharashtra,2025-06-20,Display Ads,Active,25-34,16,44187.94
CUST00246,New Customer,Bengaluru,Karnataka,2024-06-23,Social Media,Active,55+,0,2537.33
CUST00247,Inactive Customer,Jaipur,Rajasthan,2025-07-15,Social Media,Churned,35-44,3,2833.87
CUST00248,New Customer,Jaipur,Rajasthan,2024-12-21,Paid Search,Active,25-34,1,1424.14
CUST00249,Regular Customer,Pune,Maharashtra,2024-05-19,Display Ads,Active,45-54,6,7602.92
CUST00250,New Customer,Lucknow,Uttar Pradesh,2024-01-08,Display Ads,Active,25-34,1,1122.18
CUST00251,New Customer,Ahmedabad,Gujarat,2024-03-22,Affiliate,Active,25-34,1,1575.54
CUST00252,New Customer,Hyderabad,Telangana,2025-04-11,Email,Active,25-34,1,2813.86
CUST00253,Inactive Customer,Bengaluru,Karnataka,2024-10-15,Paid Search,Inactive,25-34,8,4046.59
CUST00254,Inactive Customer,Kolkata,West Bengal,2025-04-19,Email,Churned,25-34,3,3140.83
CUST00255,Premium Customer,Delhi,Delhi,2024-09-13,Paid Search,Active,35-44,11,7482.73
CUST00256,Regular Customer,Mumbai,Maharashtra,2024-08-01,Display Ads,Inactive,35-44,8,14665.50
CUST00257,Regular Customer,Jaipur,Rajasthan,2024-09-16,Paid Search,Active,25-34,12,8341.12
CUST00258,New Customer,Pune,Maharashtra,2024-10-09,Affiliate,Active,25-34,0,1958.42
CUST00259,New Customer,Lucknow,Uttar Pradesh,2024-04-01,Email,Active,25-34,0,1575.69
CUST00260,Regular Customer,Bengaluru,Karnataka,2024-04-19,Display Ads,Inactive,45-54,9,6365.49
CUST00261,Regular Customer,Kolkata,West Bengal,2024-01-22,Social Media,Active,25-34,7,8996.09
CUST00262,New Customer,Lucknow,Uttar Pradesh,2024-12-22,Paid Search,Active,25-34,1,1978.83
CUST00263,Regular Customer,Chennai,Tamil Nadu,2025-10-15,Social Media,Active,25-34,4,9378.68
CUST00264,Regular Customer,Jaipur,Rajasthan,2025-07-18,Email,Active,35-44,11,6704.10
CUST00265,Premium Customer,Pune,Maharashtra,2024-05-12,Display Ads,Active,25-34,14,21867.75
CUST00266,Regular Customer,Kochi,Kerala,2024-02-20,Display Ads,Active,45-54,5,9131.86
CUST00267,Regular Customer,Mumbai,Maharashtra,2025-10-16,Social Media,Active,35-44,7,11449.34
CUST00268,New Customer,Hyderabad,Telangana,2024-08-09,Social Media,Active,25-34,0,792.48
CUST00269,Inactive Customer,Indore,Madhya Pradesh,2025-07-25,Affiliate,Inactive,35-44,6,3154.25
CUST00270,New Customer,Jaipur,Rajasthan,2024-06-10,Social Media,Active,45-54,1,927.29
